AnnotatorIdStr,StudyIdStr,OutcomeIdStr,CohortIdStr,ExperimentIdStr,DateTimeCreated,Reconciled,GreaterIsWorse,Units,AverageType,NumberOfAnimals,ErrorType,Time,Average,Error,idStr,StageIdStr,ProjectIdStr,StudyId,StudyLabel,Why is the study not relevant?,How is the reporting of conflicts of interest?   ,Is this article relevant according to inclusion and exclusion criteria?,ExperimentLabel,Do they report the duration of the experiment with U87 cells exposed to tmz?,What other source for U87 cells did they have?,"If the age of the cell line is reported, hwo many cell passages where driven?",Was a cell line authentification of U87 cells performed?,Is a successfull mycoplasma contamination exclusion of the cell line reported?,Is the age of the cell line reported?,At which confluency level did they perform a cell passaging?,Experiment label?,Are at least three independent replications of the experiment reported?,How long did they run the experiment with U87 cells exposed to Temozolomide?,How long is is the time period until they performed a cell passaging?,From whom did they get the U87 cells?, How ist the reporting on cell passaging criteria?,CohortLabel,Cohort label?,Number of animals in cohort,OutcomeLabel,Outcome measure average type,Greater is worse.,Outcome measure units,Which other outcome measure method is used?,Outcome measure error type,Which cell growth/viability assay is used?,Outcome assessment procedure label?,ModelIdStr,ModelLabel,Did they use FCS/FBS medium for U87?,Wich other antibiotics did they use?,ModelControl,Which antibiotic did they used in the U87 cell line medium?,"If they used FCS/FBS, from which manufactur did they purchased it?",Disease model induction procedure label?,How is the glucose-level of the DMEM-medium for U87?,Which other source did they have for FCS/FBS?,InterventionIdStr,InterventionLabel,What is the volume of the added Temozolomide-Suspension?,What is the number of cells plated per well?,Is a defined volume or a range of volumes the cells plated in reported?,What other control did they use?,Is the volume of the added Temozolomide-suspension reported?,What is the range of numbers of cells plated per well?,Is the source of temozolomide reported?,What is the range of concentrations of cells plated?,What is the type of control treatment?,What is the volume the cells are plated in?,Treatment procedure label?,Is a defined number or a range of cells plated reported?,Is the volume of the control-suspension matched to the TMZ-suspension?,InterventionControl,Is the number / concentration / volume the U87 cells are plated reported?,What is the defined concentration of cells plated?,Is a defined concentration or a range of conc. of cells plated reported?,Is the volume of the added control-suspension reported?
857cd48e-9080-43f8-9a91-f6ea13e1ce0b,36e240d7-a03b-4879-afc8-a484f9e8ba4e,9212cd3e-0fd7-49c5-a85c-9c32df6c5404,a7fcb3c2-43cf-4378-8243-3cbe86a5ce12,2514aa2e-217b-41b3-8549-26cb6f9f7131,2020-11-20 14:30:34,FALSE,TRUE,Cell viability (% of control),Mean,3,SEM,2,102.4,2.4,580a05a9-c584-4ef0-8fe0-e8c108821006,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,36e240d7-a03b-4879-afc8-a484f9e8ba4e,Root,,it is reported that there are no conflicts of interest ,TRUE,e,TRUE,Sigma-Aldrich Inc.,,FALSE,FALSE,FALSE,,e,TRUE,1-3,,other source,not reported,tmz 10 uM,tmz 10 uM,3,cv,Mean,TRUE,Cell viability (% of control),"WST-1 (4-[3-(4- iodophenyl)-2-(4-nitrophenyl)-2H-5-tetrazolio]-1,3-benzene disulphonate) colorimetric assay",SEM,other,cv,5f161c4c-a63a-4a20-b9bf-bc474770036f,GB,TRUE,"penicillin (10,000 U/ml), neomycin (10 μg/ml) and amphotericin B (0.25 mg/ml)",FALSE,other,other source,GB,high glucose & pyruvate,Cytogen (Poland),412d8acc-0e05-4cb3-a413-4697c7730829,tmz,,2500,,,FALSE,,TRUE,,,,tmz,defined number,,FALSE,number of cells plated is reported,,,
857cd48e-9080-43f8-9a91-f6ea13e1ce0b,36e240d7-a03b-4879-afc8-a484f9e8ba4e,9212cd3e-0fd7-49c5-a85c-9c32df6c5404,a7fcb3c2-43cf-4378-8243-3cbe86a5ce12,2514aa2e-217b-41b3-8549-26cb6f9f7131,2020-11-20 14:30:34,FALSE,TRUE,Cell viability (% of control),Mean,3,SEM,3,109.2,3.5,580a05a9-c584-4ef0-8fe0-e8c108821006,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,36e240d7-a03b-4879-afc8-a484f9e8ba4e,Root,,it is reported that there are no conflicts of interest ,TRUE,e,TRUE,Sigma-Aldrich Inc.,,FALSE,FALSE,FALSE,,e,TRUE,1-3,,other source,not reported,tmz 10 uM,tmz 10 uM,3,cv,Mean,TRUE,Cell viability (% of control),"WST-1 (4-[3-(4- iodophenyl)-2-(4-nitrophenyl)-2H-5-tetrazolio]-1,3-benzene disulphonate) colorimetric assay",SEM,other,cv,5f161c4c-a63a-4a20-b9bf-bc474770036f,GB,TRUE,"penicillin (10,000 U/ml), neomycin (10 μg/ml) and amphotericin B (0.25 mg/ml)",FALSE,other,other source,GB,high glucose & pyruvate,Cytogen (Poland),412d8acc-0e05-4cb3-a413-4697c7730829,tmz,,2500,,,FALSE,,TRUE,,,,tmz,defined number,,FALSE,number of cells plated is reported,,,
857cd48e-9080-43f8-9a91-f6ea13e1ce0b,36e240d7-a03b-4879-afc8-a484f9e8ba4e,9212cd3e-0fd7-49c5-a85c-9c32df6c5404,e72e9fa8-b725-4aee-b1aa-2fd11820e021,2514aa2e-217b-41b3-8549-26cb6f9f7131,2020-11-20 14:30:34,FALSE,TRUE,Cell viability (% of control),Mean,3,SEM,1,98.2,4,bacd281f-e8ff-48a5-9559-0d7e0c497fdd,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,36e240d7-a03b-4879-afc8-a484f9e8ba4e,Root,,it is reported that there are no conflicts of interest ,TRUE,e,TRUE,Sigma-Aldrich Inc.,,FALSE,FALSE,FALSE,,e,TRUE,1-3,,other source,not reported,tmz 5 uM,tmz 5 uM,3,cv,Mean,TRUE,Cell viability (% of control),"WST-1 (4-[3-(4- iodophenyl)-2-(4-nitrophenyl)-2H-5-tetrazolio]-1,3-benzene disulphonate) colorimetric assay",SEM,other,cv,5f161c4c-a63a-4a20-b9bf-bc474770036f,GB,TRUE,"penicillin (10,000 U/ml), neomycin (10 μg/ml) and amphotericin B (0.25 mg/ml)",FALSE,other,other source,GB,high glucose & pyruvate,Cytogen (Poland),412d8acc-0e05-4cb3-a413-4697c7730829,tmz,,2500,,,FALSE,,TRUE,,,,tmz,defined number,,FALSE,number of cells plated is reported,,,
857cd48e-9080-43f8-9a91-f6ea13e1ce0b,36e240d7-a03b-4879-afc8-a484f9e8ba4e,9212cd3e-0fd7-49c5-a85c-9c32df6c5404,e72e9fa8-b725-4aee-b1aa-2fd11820e021,2514aa2e-217b-41b3-8549-26cb6f9f7131,2020-11-20 14:30:34,FALSE,TRUE,Cell viability (% of control),Mean,3,SEM,2,102.4,2.9,bacd281f-e8ff-48a5-9559-0d7e0c497fdd,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,36e240d7-a03b-4879-afc8-a484f9e8ba4e,Root,,it is reported that there are no conflicts of interest ,TRUE,e,TRUE,Sigma-Aldrich Inc.,,FALSE,FALSE,FALSE,,e,TRUE,1-3,,other source,not reported,tmz 5 uM,tmz 5 uM,3,cv,Mean,TRUE,Cell viability (% of control),"WST-1 (4-[3-(4- iodophenyl)-2-(4-nitrophenyl)-2H-5-tetrazolio]-1,3-benzene disulphonate) colorimetric assay",SEM,other,cv,5f161c4c-a63a-4a20-b9bf-bc474770036f,GB,TRUE,"penicillin (10,000 U/ml), neomycin (10 μg/ml) and amphotericin B (0.25 mg/ml)",FALSE,other,other source,GB,high glucose & pyruvate,Cytogen (Poland),412d8acc-0e05-4cb3-a413-4697c7730829,tmz,,2500,,,FALSE,,TRUE,,,,tmz,defined number,,FALSE,number of cells plated is reported,,,
857cd48e-9080-43f8-9a91-f6ea13e1ce0b,36e240d7-a03b-4879-afc8-a484f9e8ba4e,9212cd3e-0fd7-49c5-a85c-9c32df6c5404,e72e9fa8-b725-4aee-b1aa-2fd11820e021,2514aa2e-217b-41b3-8549-26cb6f9f7131,2020-11-20 14:30:34,FALSE,TRUE,Cell viability (% of control),Mean,3,SEM,3,109.4,2.9,bacd281f-e8ff-48a5-9559-0d7e0c497fdd,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,36e240d7-a03b-4879-afc8-a484f9e8ba4e,Root,,it is reported that there are no conflicts of interest ,TRUE,e,TRUE,Sigma-Aldrich Inc.,,FALSE,FALSE,FALSE,,e,TRUE,1-3,,other source,not reported,tmz 5 uM,tmz 5 uM,3,cv,Mean,TRUE,Cell viability (% of control),"WST-1 (4-[3-(4- iodophenyl)-2-(4-nitrophenyl)-2H-5-tetrazolio]-1,3-benzene disulphonate) colorimetric assay",SEM,other,cv,5f161c4c-a63a-4a20-b9bf-bc474770036f,GB,TRUE,"penicillin (10,000 U/ml), neomycin (10 μg/ml) and amphotericin B (0.25 mg/ml)",FALSE,other,other source,GB,high glucose & pyruvate,Cytogen (Poland),412d8acc-0e05-4cb3-a413-4697c7730829,tmz,,2500,,,FALSE,,TRUE,,,,tmz,defined number,,FALSE,number of cells plated is reported,,,
857cd48e-9080-43f8-9a91-f6ea13e1ce0b,3791e67c-f846-43b9-be72-6f3711359c63,b8f79022-0f92-405c-a2f6-c9d3eedc7b44,72d7eef1-30f7-4ec9-8a03-e66c3eeb2416,1d0b1c52-39f2-470e-afe0-f60990270b6b,2021-01-22 15:33:51,FALSE,TRUE,Viability (% of control),Mean,3,SD,1,60,5,7faa47ee-f9ab-44dd-9015-302dd4a0608a,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,3791e67c-f846-43b9-be72-6f3711359c63,Root,,not reported at all,TRUE,e,TRUE,Shanghai Cell Bank of the Chinese Academy of Sciences,,FALSE,FALSE,FALSE,,e,TRUE,1,,other source,not reported,tmz 300 uM,tmz 300 uM,3,cv,Mean,TRUE,Viability (% of control),,SD,CCK8 (Cell counting),cv,1478461d-e4e0-4967-9029-721a87560d53,GB,TRUE,,FALSE,Penicillin + Streptomycin,other source,GB,not reported,Invitrogen Life Technologies,7559ba36-afc6-45fc-acd2-3fef75a0e191,tmz,,,,,FALSE,,TRUE,,,,tmz,,,FALSE,nothing of this is reported,,,
857cd48e-9080-43f8-9a91-f6ea13e1ce0b,3791e67c-f846-43b9-be72-6f3711359c63,b8f79022-0f92-405c-a2f6-c9d3eedc7b44,a24d4475-b3f2-4e54-988c-d8ab9b9ad925,1d0b1c52-39f2-470e-afe0-f60990270b6b,2021-01-22 15:33:51,FALSE,TRUE,Viability (% of control),Mean,3,SD,1,100,4,38c3ca5e-e742-4b6c-9610-aa5561f749ba,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,3791e67c-f846-43b9-be72-6f3711359c63,Root,,not reported at all,TRUE,e,TRUE,Shanghai Cell Bank of the Chinese Academy of Sciences,,FALSE,FALSE,FALSE,,e,TRUE,1,,other source,not reported,control,control,3,cv,Mean,TRUE,Viability (% of control),,SD,CCK8 (Cell counting),cv,1478461d-e4e0-4967-9029-721a87560d53,GB,TRUE,,FALSE,Penicillin + Streptomycin,other source,GB,not reported,Invitrogen Life Technologies,d35f0f7d-173a-42b7-87a5-67eabd23460f,control,,,,,,,,,not reported,,control,,,TRUE,nothing of this is reported,,,FALSE
857cd48e-9080-43f8-9a91-f6ea13e1ce0b,399b4c31-88e5-4430-8324-090dc87864db,0bf832a6-5282-4c9c-9dbb-8f43e1b3cbde,6d7631c6-0a21-455d-b54e-581db526c726,425af991-611a-48a2-89dc-ac09aab6c417,2020-12-07 13:35:40,FALSE,TRUE,Cell viability (%),Mean,4,SD,3,104.2,3.3,394ac8fd-2997-4f52-b34a-841740efeda1,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,399b4c31-88e5-4430-8324-090dc87864db,Root,,not reported at all,TRUE,e,TRUE,,,FALSE,FALSE,FALSE,,e,TRUE,3,,ATCC,not reported,control,control,4,cv,Mean,TRUE,Cell viability (%),,SD,"MTT (3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide; colorimetric assay)",cv,9dc27167-2c7c-4940-8820-c9c7dabca2e3,GB,TRUE,,FALSE,Penicillin + Streptomycin,other source,GB,high glucose & pyruvate,Atlanta Biologicals,b250d0dc-3803-4a8f-8cd2-0285696c2b98,control,,10000,,media only,,,,,other,,control,defined number,,TRUE,number of cells plated is reported,,,FALSE
857cd48e-9080-43f8-9a91-f6ea13e1ce0b,399b4c31-88e5-4430-8324-090dc87864db,0bf832a6-5282-4c9c-9dbb-8f43e1b3cbde,7bfd7995-184c-46de-82b9-6decdd069991,425af991-611a-48a2-89dc-ac09aab6c417,2020-12-07 13:35:40,FALSE,TRUE,Cell viability (%),Mean,4,SD,3,102,8.8,aeed4d4f-8d71-4c45-8281-e00f07946e55,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,399b4c31-88e5-4430-8324-090dc87864db,Root,,not reported at all,TRUE,e,TRUE,,,FALSE,FALSE,FALSE,,e,TRUE,3,,ATCC,not reported,tmz 100 uM,tmz 100 uM,4,cv,Mean,TRUE,Cell viability (%),,SD,"MTT (3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide; colorimetric assay)",cv,9dc27167-2c7c-4940-8820-c9c7dabca2e3,GB,TRUE,,FALSE,Penicillin + Streptomycin,other source,GB,high glucose & pyruvate,Atlanta Biologicals,818eb0b1-59c4-4e59-989a-aa712ac4589c,tmz,,10000,,,FALSE,,TRUE,,,,tmz,defined number,,FALSE,number of cells plated is reported,,,
857cd48e-9080-43f8-9a91-f6ea13e1ce0b,399b4c31-88e5-4430-8324-090dc87864db,0bf832a6-5282-4c9c-9dbb-8f43e1b3cbde,84b785d0-eb0f-4fa7-9721-0e3fa9225b2f,425af991-611a-48a2-89dc-ac09aab6c417,2020-12-07 13:35:40,FALSE,TRUE,Cell viability (%),Mean,4,SD,3,64.4,7.8,42b6fe15-8a69-49dc-a49c-495389f73ed3,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,399b4c31-88e5-4430-8324-090dc87864db,Root,,not reported at all,TRUE,e,TRUE,,,FALSE,FALSE,FALSE,,e,TRUE,3,,ATCC,not reported,tmz 500 uM,tmz 500 uM,4,cv,Mean,TRUE,Cell viability (%),,SD,"MTT (3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide; colorimetric assay)",cv,9dc27167-2c7c-4940-8820-c9c7dabca2e3,GB,TRUE,,FALSE,Penicillin + Streptomycin,other source,GB,high glucose & pyruvate,Atlanta Biologicals,818eb0b1-59c4-4e59-989a-aa712ac4589c,tmz,,10000,,,FALSE,,TRUE,,,,tmz,defined number,,FALSE,number of cells plated is reported,,,
857cd48e-9080-43f8-9a91-f6ea13e1ce0b,399b4c31-88e5-4430-8324-090dc87864db,0bf832a6-5282-4c9c-9dbb-8f43e1b3cbde,869e71eb-21d9-40ce-9826-501521be6b0f,425af991-611a-48a2-89dc-ac09aab6c417,2020-12-07 13:35:40,FALSE,TRUE,Cell viability (%),Mean,4,SD,3,63.5,7.8,a072883e-aac3-4c3f-9f70-6c50dd2c8f94,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,399b4c31-88e5-4430-8324-090dc87864db,Root,,not reported at all,TRUE,e,TRUE,,,FALSE,FALSE,FALSE,,e,TRUE,3,,ATCC,not reported,tmz 1000 uM,tmz 1000 uM,4,cv,Mean,TRUE,Cell viability (%),,SD,"MTT (3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide; colorimetric assay)",cv,9dc27167-2c7c-4940-8820-c9c7dabca2e3,GB,TRUE,,FALSE,Penicillin + Streptomycin,other source,GB,high glucose & pyruvate,Atlanta Biologicals,818eb0b1-59c4-4e59-989a-aa712ac4589c,tmz,,10000,,,FALSE,,TRUE,,,,tmz,defined number,,FALSE,number of cells plated is reported,,,
857cd48e-9080-43f8-9a91-f6ea13e1ce0b,399b4c31-88e5-4430-8324-090dc87864db,0bf832a6-5282-4c9c-9dbb-8f43e1b3cbde,b8ec2099-9f04-42c8-91d6-9ad9e3578b8b,425af991-611a-48a2-89dc-ac09aab6c417,2020-12-07 13:35:40,FALSE,TRUE,Cell viability (%),Mean,4,SD,3,82.6,8.3,84d94398-6724-4d10-8c59-80df82007a7e,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,399b4c31-88e5-4430-8324-090dc87864db,Root,,not reported at all,TRUE,e,TRUE,,,FALSE,FALSE,FALSE,,e,TRUE,3,,ATCC,not reported,tmz 200 uM,tmz 200 uM,4,cv,Mean,TRUE,Cell viability (%),,SD,"MTT (3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide; colorimetric assay)",cv,9dc27167-2c7c-4940-8820-c9c7dabca2e3,GB,TRUE,,FALSE,Penicillin + Streptomycin,other source,GB,high glucose & pyruvate,Atlanta Biologicals,818eb0b1-59c4-4e59-989a-aa712ac4589c,tmz,,10000,,,FALSE,,TRUE,,,,tmz,defined number,,FALSE,number of cells plated is reported,,,
857cd48e-9080-43f8-9a91-f6ea13e1ce0b,3b27a4cf-4334-48f3-a0ff-0368092c00ec,100120ad-b309-4a29-847b-0d35660ec268,0f84e3db-6606-4473-9699-a95a0596dcbd,dc97d07d-0fb7-4506-b998-f52e348d927f,2021-01-28 15:47:19,FALSE,TRUE,Cell growth (%) (s normalized to the untreated control),Mean,0,SEM,0,0.02,0.02,593b8456-b23d-47d1-80b4-1f21099581f0,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,3b27a4cf-4334-48f3-a0ff-0368092c00ec,Root,,it is reported that there are no conflicts of interest ,TRUE,e2,FALSE,,20,FALSE,TRUE,TRUE,,e2,FALSE,,,ATCC,not reported,tmz 5 mol/L,tmz 5 mol/L,0,cv,Mean,TRUE,Cell growth (%) (s normalized to the untreated control),sulforhodamine B (SRB) assay,SEM,other,cv,19becc9a-c3c8-41b5-8661-1d69048119b7,GB,TRUE,,FALSE,not reported,not reported,GB,not reported,,a14e6d39-1a3f-4ab6-af2d-d21800834fe7,tmz,,2000,,,FALSE,,TRUE,,,,tmz,defined number,,FALSE,number of cells plated is reported,,,
857cd48e-9080-43f8-9a91-f6ea13e1ce0b,3b27a4cf-4334-48f3-a0ff-0368092c00ec,100120ad-b309-4a29-847b-0d35660ec268,0f84e3db-6606-4473-9699-a95a0596dcbd,dc97d07d-0fb7-4506-b998-f52e348d927f,2021-01-28 15:47:19,FALSE,TRUE,Cell growth (%) (s normalized to the untreated control),Mean,0,SEM,6,0.26,0.02,593b8456-b23d-47d1-80b4-1f21099581f0,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,3b27a4cf-4334-48f3-a0ff-0368092c00ec,Root,,it is reported that there are no conflicts of interest ,TRUE,e2,FALSE,,20,FALSE,TRUE,TRUE,,e2,FALSE,,,ATCC,not reported,tmz 5 mol/L,tmz 5 mol/L,0,cv,Mean,TRUE,Cell growth (%) (s normalized to the untreated control),sulforhodamine B (SRB) assay,SEM,other,cv,19becc9a-c3c8-41b5-8661-1d69048119b7,GB,TRUE,,FALSE,not reported,not reported,GB,not reported,,a14e6d39-1a3f-4ab6-af2d-d21800834fe7,tmz,,2000,,,FALSE,,TRUE,,,,tmz,defined number,,FALSE,number of cells plated is reported,,,
857cd48e-9080-43f8-9a91-f6ea13e1ce0b,3b27a4cf-4334-48f3-a0ff-0368092c00ec,100120ad-b309-4a29-847b-0d35660ec268,0f84e3db-6606-4473-9699-a95a0596dcbd,dc97d07d-0fb7-4506-b998-f52e348d927f,2021-01-28 15:47:19,FALSE,TRUE,Cell growth (%) (s normalized to the untreated control),Mean,0,SEM,9,0.68,0.02,593b8456-b23d-47d1-80b4-1f21099581f0,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,3b27a4cf-4334-48f3-a0ff-0368092c00ec,Root,,it is reported that there are no conflicts of interest ,TRUE,e2,FALSE,,20,FALSE,TRUE,TRUE,,e2,FALSE,,,ATCC,not reported,tmz 5 mol/L,tmz 5 mol/L,0,cv,Mean,TRUE,Cell growth (%) (s normalized to the untreated control),sulforhodamine B (SRB) assay,SEM,other,cv,19becc9a-c3c8-41b5-8661-1d69048119b7,GB,TRUE,,FALSE,not reported,not reported,GB,not reported,,a14e6d39-1a3f-4ab6-af2d-d21800834fe7,tmz,,2000,,,FALSE,,TRUE,,,,tmz,defined number,,FALSE,number of cells plated is reported,,,
857cd48e-9080-43f8-9a91-f6ea13e1ce0b,3b27a4cf-4334-48f3-a0ff-0368092c00ec,100120ad-b309-4a29-847b-0d35660ec268,14d37be9-e383-47da-bac3-5e31541150b9,466ed879-82f4-4547-8622-1513f167f4d7,2021-01-28 15:47:19,FALSE,TRUE,Cell growth (%) (s normalized to the untreated control),Mean,0,SEM,9,100,0,772a83de-a7d7-44ed-9a16-09f41ba7dc37,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,3b27a4cf-4334-48f3-a0ff-0368092c00ec,Root,,it is reported that there are no conflicts of interest ,TRUE,e,FALSE,,20,FALSE,TRUE,TRUE,,e,FALSE,,,ATCC,not reported,control,control,0,cv,Mean,TRUE,Cell growth (%) (s normalized to the untreated control),sulforhodamine B (SRB) assay,SEM,other,cv,19becc9a-c3c8-41b5-8661-1d69048119b7,GB,TRUE,,FALSE,not reported,not reported,GB,not reported,,88a00329-11e5-414b-bf40-49467ef76b83,control,,2000,,,,,,,not reported,,control,defined number,,TRUE,number of cells plated is reported,,,FALSE
857cd48e-9080-43f8-9a91-f6ea13e1ce0b,3b27a4cf-4334-48f3-a0ff-0368092c00ec,100120ad-b309-4a29-847b-0d35660ec268,14d37be9-e383-47da-bac3-5e31541150b9,dc97d07d-0fb7-4506-b998-f52e348d927f,2021-01-28 15:47:19,FALSE,TRUE,Cell growth (%) (s normalized to the untreated control),Mean,0,SEM,0,0.03,0.02,c5f9902c-b360-4dce-a560-a8297b44e619,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,3b27a4cf-4334-48f3-a0ff-0368092c00ec,Root,,it is reported that there are no conflicts of interest ,TRUE,e2,FALSE,,20,FALSE,TRUE,TRUE,,e2,FALSE,,,ATCC,not reported,control,control,0,cv,Mean,TRUE,Cell growth (%) (s normalized to the untreated control),sulforhodamine B (SRB) assay,SEM,other,cv,19becc9a-c3c8-41b5-8661-1d69048119b7,GB,TRUE,,FALSE,not reported,not reported,GB,not reported,,88a00329-11e5-414b-bf40-49467ef76b83,control,,2000,,,,,,,not reported,,control,defined number,,TRUE,number of cells plated is reported,,,FALSE
857cd48e-9080-43f8-9a91-f6ea13e1ce0b,3b27a4cf-4334-48f3-a0ff-0368092c00ec,100120ad-b309-4a29-847b-0d35660ec268,14d37be9-e383-47da-bac3-5e31541150b9,dc97d07d-0fb7-4506-b998-f52e348d927f,2021-01-28 15:47:19,FALSE,TRUE,Cell growth (%) (s normalized to the untreated control),Mean,0,SEM,6,0.28,0.02,c5f9902c-b360-4dce-a560-a8297b44e619,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,3b27a4cf-4334-48f3-a0ff-0368092c00ec,Root,,it is reported that there are no conflicts of interest ,TRUE,e2,FALSE,,20,FALSE,TRUE,TRUE,,e2,FALSE,,,ATCC,not reported,control,control,0,cv,Mean,TRUE,Cell growth (%) (s normalized to the untreated control),sulforhodamine B (SRB) assay,SEM,other,cv,19becc9a-c3c8-41b5-8661-1d69048119b7,GB,TRUE,,FALSE,not reported,not reported,GB,not reported,,88a00329-11e5-414b-bf40-49467ef76b83,control,,2000,,,,,,,not reported,,control,defined number,,TRUE,number of cells plated is reported,,,FALSE
857cd48e-9080-43f8-9a91-f6ea13e1ce0b,3b27a4cf-4334-48f3-a0ff-0368092c00ec,100120ad-b309-4a29-847b-0d35660ec268,14d37be9-e383-47da-bac3-5e31541150b9,dc97d07d-0fb7-4506-b998-f52e348d927f,2021-01-28 15:47:19,FALSE,TRUE,Cell growth (%) (s normalized to the untreated control),Mean,0,SEM,9,0.88,0.02,c5f9902c-b360-4dce-a560-a8297b44e619,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,3b27a4cf-4334-48f3-a0ff-0368092c00ec,Root,,it is reported that there are no conflicts of interest ,TRUE,e2,FALSE,,20,FALSE,TRUE,TRUE,,e2,FALSE,,,ATCC,not reported,control,control,0,cv,Mean,TRUE,Cell growth (%) (s normalized to the untreated control),sulforhodamine B (SRB) assay,SEM,other,cv,19becc9a-c3c8-41b5-8661-1d69048119b7,GB,TRUE,,FALSE,not reported,not reported,GB,not reported,,88a00329-11e5-414b-bf40-49467ef76b83,control,,2000,,,,,,,not reported,,control,defined number,,TRUE,number of cells plated is reported,,,FALSE
857cd48e-9080-43f8-9a91-f6ea13e1ce0b,3b27a4cf-4334-48f3-a0ff-0368092c00ec,100120ad-b309-4a29-847b-0d35660ec268,1968e1da-10c5-43cf-8f8e-c735e56ab011,466ed879-82f4-4547-8622-1513f167f4d7,2021-01-28 15:47:19,FALSE,TRUE,Cell growth (%) (s normalized to the untreated control),Mean,0,SEM,9,88.5,3,6ac57c6b-a853-41e7-8690-fd0808c4751d,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,3b27a4cf-4334-48f3-a0ff-0368092c00ec,Root,,it is reported that there are no conflicts of interest ,TRUE,e,FALSE,,20,FALSE,TRUE,TRUE,,e,FALSE,,,ATCC,not reported,tmz 4 mol/L,tmz 4 mol/L,0,cv,Mean,TRUE,Cell growth (%) (s normalized to the untreated control),sulforhodamine B (SRB) assay,SEM,other,cv,19becc9a-c3c8-41b5-8661-1d69048119b7,GB,TRUE,,FALSE,not reported,not reported,GB,not reported,,a14e6d39-1a3f-4ab6-af2d-d21800834fe7,tmz,,2000,,,FALSE,,TRUE,,,,tmz,defined number,,FALSE,number of cells plated is reported,,,
857cd48e-9080-43f8-9a91-f6ea13e1ce0b,3b27a4cf-4334-48f3-a0ff-0368092c00ec,100120ad-b309-4a29-847b-0d35660ec268,4d33c088-a0b8-4a17-a45b-6827d6ce52a4,466ed879-82f4-4547-8622-1513f167f4d7,2021-01-28 15:47:19,FALSE,TRUE,Cell growth (%) (s normalized to the untreated control),Mean,0,SEM,9,21.5,3,0162898e-3a7c-42c5-83bc-15fa2d4a2504,fd103141-ba62-4b4e-abd3-759cc7a8287e,761604f8-e0a4-439f-a3e6-3dd75cfdb8f3,3b27a4cf-4334-48f3-a0ff-0368092c00ec,Root,,it is reported that there are no conflicts of interest ,TRUE,e,FALSE,,20,FALSE,TRUE,TRUE,,e,FALSE,,,ATCC,not reported,tmz 32 mol/L,tmz 32 mol/L,0,cv,Mean,TRUE,Cell growth (%) (s normalized to the untreated control),sulforhodamine B (SRB) assay,SEM,other,cv,19becc9a-c3c8-41b5-8661-1d69048119b7,GB,TRUE,,FALSE,not reported,not reported,GB,not reported,,a14e6d39-1a3f-4ab6-af2d-d21800834fe7,tmz,,2000,,,FALSE,,TRUE,,,,tmz,defined number,,FALSE,number of cells plated is reported,,,
